head_node	edge_relation 	head_node edge_relation /r/Antonymhead ofnode edge
bolivian	/r/MadeOf 	bolivian /r/MadeOfindigenous
guatemala	/r/MadeOf 	guatemala /r/MadeOfamusement park
ghana	/r/MadeOf 	ghana /r/MadeOfglossary of terms
cameroon	/r/MadeOf 	cameroon /r/MadeOfgeographic system
japanese	/r/MadeOf 	japanese /r/MadeOfjapanese music genre
taiwanese	/r/MadeOf 	taiwanese /r/MadeOfsemi-dowdowd, semi-literary state
bengali	/r/MadeOf 	bengali /r/MadeOfbengali
nepal	/r/MadeOf 	nepal /r/MadeOfdiplomatic channel
albanian	/r/MadeOf 	albanian /r/MadeOfcoral
albania	/r/MadeOf 	albania /r/MadeOfclement island
columbian	/r/MadeOf 	columbian /r/MadeOfcultural figure
peruvian	/r/MadeOf 	peruvian /r/MadeOfcultural landscape or structure
argentian	/r/MadeOf 	argentian /r/MadeOfoccupation
spain	/r/MadeOf 	spain /r/MadeOfdisease
paraguay	/r/MadeOf 	paraguay /r/MadeOfparaguagoul
ethiopian	/r/MadeOf 	ethiopian /r/MadeOfphilosophical concept
egyptian	/r/MadeOf 	egyptian /r/MadeOffugitive
persian people	/r/MadeOf 	persian people /r/MadeOffictional human
sweden	/r/MadeOf 	sweden /r/MadeOfswedish
crimea	/r/MadeOf 	crimea /r/MadeOflegal profession
portuguese	/r/MadeOf 	portuguese /r/MadeOfportuguese cuisine
argentina	/r/MadeOf 	argentina /r/MadeOfcontraception
chile	/r/MadeOf 	chile /r/MadeOfpapal dish
cape verdean	/r/MadeOf 	cape verdean /r/MadeOfvocal technique
turkish	/r/MadeOf 	turkish /r/MadeOfprovisional policy
yemeni	/r/MadeOf 	yemeni /r/MadeOfwomen in combat
taiwan	/r/MadeOf 	taiwan /r/MadeOfbamboo
austrian	/r/MadeOf 	austrian /r/MadeOfartistic theme
white people	/r/MadeOf 	white people /r/MadeOfwhite people
finland	/r/MadeOf 	finland /r/MadeOfsources of food and medicine (d)
australia	/r/MadeOf 	australia /r/MadeOfdistinctive region of the world
south african	/r/MadeOf 	south african /r/MadeOfsouth african
eriteria	/r/MadeOf 	eriteria /r/MadeOfpsychology terminology
egypt	/r/MadeOf 	egypt /r/MadeOfcultural heritage location
korean	/r/MadeOf 	korean /r/MadeOfkeen
dutch people	/r/MadeOf 	dutch people /r/MadeOfdomestic worker
peru	/r/MadeOf 	peru /r/MadeOfliterary genre
poland	/r/MadeOf 	poland /r/MadeOfpsychology terminology
chilean	/r/MadeOf 	chilean /r/MadeOfhistorical geographic position
columbia	/r/MadeOf 	columbia /r/MadeOfcolor
bolivia	/r/MadeOf 	bolivia /r/MadeOfpueblo
laotian	/r/MadeOf 	laotian /r/MadeOfcricket
lebanese	/r/MadeOf 	lebanese /r/MadeOflebanese salad
japan	/r/MadeOf 	japan /r/MadeOflithium deficiency
norway	/r/MadeOf 	norway /r/MadeOfurbanization
cape verde	/r/MadeOf 	cape verde /r/MadeOfvision
portugal	/r/MadeOf 	portugal /r/MadeOfsocial inequality
austria	/r/MadeOf 	austria /r/MadeOfbritish
singaporean	/r/MadeOf 	singaporean /r/MadeOfsingaporean
netherlands	/r/MadeOf 	netherlands /r/MadeOfterrain
she	/r/MadeOf 	she /r/MadeOfmeander
he	/r/MadeOf 	he /r/MadeOfbody part
hers	/r/MadeOf 	hers /r/MadeOfmusical group
him	/r/MadeOf 	him /r/MadeOfmale human
her	/r/MadeOf 	her /r/MadeOfhuman figure
herself	/r/MadeOf 	herself /r/MadeOfmythical character
himself	/r/MadeOf 	himself /r/MadeOftheatrical profession
his	/r/MadeOf 	his /r/MadeOfmuseum
woman	/r/MadeOf 	woman /r/MadeOfmale human
man	/r/MadeOf 	man /r/MadeOfposition
female	/r/MadeOf 	female /r/MadeOfhuman
male	/r/MadeOf 	male /r/MadeOfmilitary rank
lady	/r/MadeOf 	lady /r/MadeOfmural
gentleman	/r/MadeOf 	gentleman /r/MadeOfscholar
ladies	/r/MadeOf 	ladies /r/MadeOfsports terminology
gentlemen	/r/MadeOf 	gentlemen /r/MadeOfgentlemen
girl	/r/MadeOf 	girl /r/MadeOfsexual activity
boy	/r/MadeOf 	boy /r/MadeOfhuman figure
sir	/r/MadeOf 	sir /r/MadeOfhuman activity
ma am	/r/MadeOf 	ma am /r/MadeOfmusic genre
mother	/r/MadeOf 	mother /r/MadeOfgoddess
father	/r/MadeOf 	father /r/MadeOfsister
stepmother	/r/MadeOf 	stepmother /r/MadeOfniece-in-law
stepfather	/r/MadeOf 	stepfather /r/MadeOfbirth attendant
daughter	/r/MadeOf 	daughter /r/MadeOfperson of interest
son	/r/MadeOf 	son /r/MadeOfmusical character
sister	/r/MadeOf 	sister /r/MadeOfkinship
brother	/r/MadeOf 	brother /r/MadeOfposition
grandmother	/r/MadeOf 	grandmother /r/MadeOfgrandmother
grandfather	/r/MadeOf 	grandfather /r/MadeOfgrandmother
mommy	/r/MadeOf 	mommy /r/MadeOfsexual activity
daddy	/r/MadeOf 	daddy /r/MadeOfdiplomatic rank
wife	/r/MadeOf 	wife /r/MadeOfwife relationship
husband	/r/MadeOf 	husband /r/MadeOfmale-female sexual behavior
bride	/r/MadeOf 	bride /r/MadeOfcrowdfunding
groom	/r/MadeOf 	groom /r/MadeOfbuilding component
girlfriend	/r/MadeOf 	girlfriend /r/MadeOfpersonality type
boyfriend	/r/MadeOf 	boyfriend /r/MadeOfbrother-in-law
schoolgirl	/r/MadeOf 	schoolgirl /r/MadeOftelevision program
schoolboy	/r/MadeOf 	schoolboy /r/MadeOfsister or kinship
sharia	/r/MadeOf 	sharia /r/MadeOfsharia
jihad	/r/MadeOf 	jihad /r/MadeOfwarfare
christian	/r/MadeOf 	christian /r/MadeOfcultural identity
muslim	/r/MadeOf 	muslim /r/MadeOfmusical instrument
islam	/r/MadeOf 	islam /r/MadeOfpride
hindu	/r/MadeOf 	hindu /r/MadeOfhistorical profession
mohammed	/r/MadeOf 	mohammed /r/MadeOfsmuggler
church	/r/MadeOf 	church /r/MadeOfmilitary operation
quran	/r/MadeOf 	quran /r/MadeOfmarihana
bible	/r/MadeOf 	bible /r/MadeOfcatholic
brahmin	/r/MadeOf 	brahmin /r/MadeOfsiren
holy trinity	/r/MadeOf 	holy trinity /r/MadeOfphilosophical concept
barber	/r/MadeOf 	barber /r/MadeOfbarber
coach	/r/MadeOf 	coach /r/MadeOfbacon dish
businessperson	/r/MadeOf 	businessperson /r/MadeOffinancial consultant
football player	/r/MadeOf 	football player /r/MadeOffootball player
construction worker	/r/MadeOf 	construction worker /r/MadeOfconstruction worker
manager	/r/MadeOf 	manager /r/MadeOffictional government agency
ceo	/r/MadeOf 	ceo /r/MadeOfpsychology terminology
accountant	/r/MadeOf 	accountant /r/MadeOfaccountant
commander	/r/MadeOf 	commander /r/MadeOfcommander
firefighter	/r/MadeOf 	firefighter /r/MadeOfaircraft component
mover	/r/MadeOf 	mover /r/MadeOfmansion
software developer	/r/MadeOf 	software developer /r/MadeOfsoftware development manager
guard	/r/MadeOf 	guard /r/MadeOfguard
baker	/r/MadeOf 	baker /r/MadeOfcooking oil
doctor	/r/MadeOf 	doctor /r/MadeOfoccupation
athlete	/r/MadeOf 	athlete /r/MadeOfathlete
artist	/r/MadeOf 	artist /r/MadeOfartist
dancer	/r/MadeOf 	dancer /r/MadeOfhymn for a dance
mathematician	/r/MadeOf 	mathematician /r/MadeOfmathematical sciences
janitor	/r/MadeOf 	janitor /r/MadeOfpublic prosecutor
carpenter	/r/MadeOf 	carpenter /r/MadeOfcorporate title
mechanic	/r/MadeOf 	mechanic /r/MadeOfphysical phenomenon
actor	/r/MadeOf 	actor /r/MadeOffilm character
handyman	/r/MadeOf 	handyman /r/MadeOfoccupation
musician	/r/MadeOf 	musician /r/MadeOfmusician
detective	/r/MadeOf 	detective /r/MadeOfdetective
politician	/r/MadeOf 	politician /r/MadeOfacademic
entrepreneur	/r/MadeOf 	entrepreneur /r/MadeOfsocial interaction
model	/r/MadeOf 	model /r/MadeOfmusic genre
opera singer	/r/MadeOf 	opera singer /r/MadeOfoccupation
chief	/r/MadeOf 	chief /r/MadeOfchief of staff
lawyer	/r/MadeOf 	lawyer /r/MadeOflawyer
farmer	/r/MadeOf 	farmer /r/MadeOfoccupation
writer	/r/MadeOf 	writer /r/MadeOfoccupation
librarian	/r/MadeOf 	librarian /r/MadeOflibrarian service
army	/r/MadeOf 	army /r/MadeOfmilitary unit type class
real estate developer	/r/MadeOf 	real estate developer /r/MadeOfresidence property developer
broker	/r/MadeOf 	broker /r/MadeOfbusinessperson
scientist	/r/MadeOf 	scientist /r/MadeOfscholar
butcher	/r/MadeOf 	butcher /r/MadeOffood product
electrician	/r/MadeOf 	electrician /r/MadeOfmusical profession
prosecutor	/r/MadeOf 	prosecutor /r/MadeOfprosecutor
banker	/r/MadeOf 	banker /r/MadeOfarchitectural designer
cook	/r/MadeOf 	cook /r/MadeOfcooking oil
hairdresser	/r/MadeOf 	hairdresser /r/MadeOffacial artist
prisoner	/r/MadeOf 	prisoner /r/MadeOfprisoners of conscience
plumber	/r/MadeOf 	plumber /r/MadeOfplaster
attorney	/r/MadeOf 	attorney /r/MadeOfattorney
boxer	/r/MadeOf 	boxer /r/MadeOfmusic writer
chess player	/r/MadeOf 	chess player /r/MadeOfplayer
priest	/r/MadeOf 	priest /r/MadeOfcounselor
swimmer	/r/MadeOf 	swimmer /r/MadeOfswimwear
tennis player	/r/MadeOf 	tennis player /r/MadeOftennis terminology
supervisor	/r/MadeOf 	supervisor /r/MadeOfoccupation
attendant	/r/MadeOf 	attendant /r/MadeOfposition
housekeeper	/r/MadeOf 	housekeeper /r/MadeOfkeeper
maid	/r/MadeOf 	maid /r/MadeOfoccupation
producer	/r/MadeOf 	producer /r/MadeOfdevice
researcher	/r/MadeOf 	researcher /r/MadeOfresearcher
midwife	/r/MadeOf 	midwife /r/MadeOfmidwife
judge	/r/MadeOf 	judge /r/MadeOflegal process
umpire	/r/MadeOf 	umpire /r/MadeOfmotorcycle component
bartender	/r/MadeOf 	bartender /r/MadeOfpoultry feed
economist	/r/MadeOf 	economist /r/MadeOfoccupation
physicist	/r/MadeOf 	physicist /r/MadeOfacademic
psychologist	/r/MadeOf 	psychologist /r/MadeOfpsychologist
theologian	/r/MadeOf 	theologian /r/MadeOfmythical figure
salesperson	/r/MadeOf 	salesperson /r/MadeOfperson
physician	/r/MadeOf 	physician /r/MadeOfmedicine
sheriff	/r/MadeOf 	sheriff /r/MadeOfdeputy
cashier	/r/MadeOf 	cashier /r/MadeOfaccountant
assistant	/r/MadeOf 	assistant /r/MadeOfhead
receptionist	/r/MadeOf 	receptionist /r/MadeOfpolitical activist
editor	/r/MadeOf 	editor /r/MadeOfeditor
engineer	/r/MadeOf 	engineer /r/MadeOfcoffee-making process
comedian	/r/MadeOf 	comedian /r/MadeOfcomedic
painter	/r/MadeOf 	painter /r/MadeOfpainting tool
civil servant	/r/MadeOf 	civil servant /r/MadeOfcivil unit
diplomat	/r/MadeOf 	diplomat /r/MadeOfdiplomat
guitarist	/r/MadeOf 	guitarist /r/MadeOfguitarist
linguist	/r/MadeOf 	linguist /r/MadeOfoccupation
poet	/r/MadeOf 	poet /r/MadeOfmusic term
laborer	/r/MadeOf 	laborer /r/MadeOfoccupation
teacher	/r/MadeOf 	teacher /r/MadeOfteacher profession
delivery man	/r/MadeOf 	delivery man /r/MadeOfdelivery services
realtor	/r/MadeOf 	realtor /r/MadeOfoccupation
pilot	/r/MadeOf 	pilot /r/MadeOfmusical profession
professor	/r/MadeOf 	professor /r/MadeOfacademic
chemist	/r/MadeOf 	chemist /r/MadeOfphilosophical scholar
historian	/r/MadeOf 	historian /r/MadeOfhistorical profession
pensioner	/r/MadeOf 	pensioner /r/MadeOfadministrator
performing artist	/r/MadeOf 	performing artist /r/MadeOfcreative work type
singer	/r/MadeOf 	singer /r/MadeOfsnooker
secretary	/r/MadeOf 	secretary /r/MadeOfaccountant
auditor	/r/MadeOf 	auditor /r/MadeOfauditor
counselor	/r/MadeOf 	counselor /r/MadeOflegal professional
designer	/r/MadeOf 	designer /r/MadeOfposition
soldier	/r/MadeOf 	soldier /r/MadeOfcommander
journalist	/r/MadeOf 	journalist /r/MadeOfjournalist
dentist	/r/MadeOf 	dentist /r/MadeOfoccupation
analyst	/r/MadeOf 	analyst /r/MadeOfsocial scientist
nurse	/r/MadeOf 	nurse /r/MadeOfoccupation
tailor	/r/MadeOf 	tailor /r/MadeOfgeologist
waiter	/r/MadeOf 	waiter /r/MadeOfpassenger
author	/r/MadeOf 	author /r/MadeOfoccupation
architect	/r/MadeOf 	architect /r/MadeOfarchitectural element of a building
academic	/r/MadeOf 	academic /r/MadeOfacademic
director	/r/MadeOf 	director /r/MadeOfposition
illustrator	/r/MadeOf 	illustrator /r/MadeOfposition
clerk	/r/MadeOf 	clerk /r/MadeOfclimbing device
policeman	/r/MadeOf 	policeman /r/MadeOfoccupation
chef	/r/MadeOf 	chef /r/MadeOfchef
photographer	/r/MadeOf 	photographer /r/MadeOfphotographer
drawer	/r/MadeOf 	drawer /r/MadeOfdrawer
cleaner	/r/MadeOf 	cleaner /r/MadeOfgarden decoration
pharmacist	/r/MadeOf 	pharmacist /r/MadeOfhealth professional
pianist	/r/MadeOf 	pianist /r/MadeOfmusical profession
composer	/r/MadeOf 	composer /r/MadeOfoccupation
handball player	/r/MadeOf 	handball player /r/MadeOfbodyweight class
sociologist	/r/MadeOf 	sociologist /r/MadeOfoccupation
african american	/r/HasProperty 	african american /r/HasPropertyabandoned country
armenian	/r/HasProperty 	armenian /r/HasPropertymilitary officer
persian	/r/HasProperty 	persian /r/HasPropertysamba
american	/r/HasProperty 	american /r/HasPropertyamerican-only sports
filipino	/r/HasProperty 	filipino /r/HasPropertymusical instrument instrument family
english	/r/HasProperty 	english /r/HasPropertynouns
norwegian	/r/HasProperty 	norwegian /r/HasPropertymixed country
dutch	/r/HasProperty 	dutch /r/HasPropertytense
israeli	/r/HasProperty 	israeli /r/HasPropertynational anthem
nigerian	/r/HasProperty 	nigerian /r/HasPropertynational title
ethiopia	/r/HasProperty 	ethiopia /r/HasPropertyhypothetical entity
europe	/r/HasProperty 	europe /r/HasPropertyparallel series
european	/r/HasProperty 	european /r/HasPropertysemi-colony
russian	/r/HasProperty 	russian /r/HasPropertyrussian
ukraine	/r/HasProperty 	ukraine /r/HasPropertyvacation
sudan	/r/HasProperty 	sudan /r/HasPropertysouthern cousin
afghanistan	/r/HasProperty 	afghanistan /r/HasPropertynorthern republic
iraq	/r/HasProperty 	iraq /r/HasPropertyreligious terminology
yemen	/r/HasProperty 	yemen /r/HasPropertyconfederacy
ukrainian	/r/HasProperty 	ukrainian /r/HasPropertycanarian and other languages /r/canary
russia	/r/HasProperty 	russia /r/HasPropertywelfare queen
italy	/r/HasProperty 	italy /r/HasPropertysoutheast
somali	/r/HasProperty 	somali /r/HasPropertysomalian
iran	/r/HasProperty 	iran /r/HasPropertyarchaeologist
afghan	/r/HasProperty 	afghan /r/HasPropertyindigenous peoples
indian	/r/HasProperty 	indian /r/HasPropertyindigenous character
italian	/r/HasProperty 	italian /r/HasPropertyinherited language
australian	/r/HasProperty 	australian /r/HasPropertybilingualism
spanish	/r/HasProperty 	spanish /r/HasPropertysnarfish
guatemalan	/r/HasProperty 	guatemalan /r/HasPropertyguerrilla
hispanic	/r/HasProperty 	hispanic /r/HasPropertydisorder of taste
venezuela	/r/HasProperty 	venezuela /r/HasPropertyculin
sudanese	/r/HasProperty 	sudanese /r/HasPropertyislet of Sudanese
oman	/r/HasProperty 	oman /r/HasPropertyarchitecture terminology
finnish	/r/HasProperty 	finnish /r/HasPropertyfinnish population
swedish	/r/HasProperty 	swedish /r/HasPropertymusic genre
venezuelan	/r/HasProperty 	venezuelan /r/HasPropertyoccupation
puerto rican	/r/HasProperty 	puerto rican /r/HasPropertygeographic marker
ghanaian	/r/HasProperty 	ghanaian /r/HasPropertymusical family
moroccan	/r/HasProperty 	moroccan /r/HasPropertybiblical deity
somalia	/r/HasProperty 	somalia /r/HasPropertysomalia
saudi arabian	/r/HasProperty 	saudi arabian /r/HasPropertysaudi music
syria	/r/HasProperty 	syria /r/HasPropertygeological phenomenon
chinese	/r/HasProperty 	chinese /r/HasPropertycattle breed
pakistani	/r/HasProperty 	pakistani /r/HasPropertyfascism
china	/r/HasProperty 	china /r/HasPropertychinese dish
india	/r/HasProperty 	india /r/HasPropertyindigenous
irish	/r/HasProperty 	irish /r/HasPropertynursery
britain	/r/HasProperty 	britain /r/HasPropertybadminton match
france	/r/HasProperty 	france /r/HasPropertyfrance
greece	/r/HasProperty 	greece /r/HasPropertycompound economic branch
scotland	/r/HasProperty 	scotland /r/HasPropertylandscape
mexican	/r/HasProperty 	mexican /r/HasPropertymexican dish
paraguayan	/r/HasProperty 	paraguayan /r/HasPropertyparaguas
brazil	/r/HasProperty 	brazil /r/HasPropertyterritorial entity
african	/r/HasProperty 	african /r/HasPropertyacademic
eritrean	/r/HasProperty 	eritrean /r/HasPropertygroup of organisms known by one particular common name
sierra leonean	/r/HasProperty 	sierra leonean /r/HasPropertyleone
africa	/r/HasProperty 	africa /r/HasPropertyfarewell
jordan	/r/HasProperty 	jordan /r/HasPropertydwarf
indonesia	/r/HasProperty 	indonesia /r/HasPropertyindigenous culture
vietnam	/r/HasProperty 	vietnam /r/HasPropertyterritorial entity
pakistan	/r/HasProperty 	pakistan /r/HasPropertysyndicate
german	/r/HasProperty 	german /r/HasPropertygeographic feature
romania	/r/HasProperty 	romania /r/HasPropertyhuman drama
brazilian	/r/HasProperty 	brazilian /r/HasPropertybrazilian cuisine
ecuadorian	/r/HasProperty 	ecuadorian /r/HasPropertyequestrian discipline
mexico	/r/HasProperty 	mexico /r/HasPropertyalbum material
puerto rico	/r/HasProperty 	puerto rico /r/HasPropertypiano complex
kenyan	/r/HasProperty 	kenyan /r/HasPropertymixture
liberian	/r/HasProperty 	liberian /r/HasPropertylibertarian
cameroonian	/r/HasProperty 	cameroonian /r/HasPropertygolf course
african americans	/r/HasProperty 	african americans /r/HasPropertyafrican african americans
kenya	/r/HasProperty 	kenya /r/HasPropertyyogurt
liberia	/r/HasProperty 	liberia /r/HasPropertyliberty
sierra leon	/r/HasProperty 	sierra leon /r/HasPropertyjungle
qatari	/r/HasProperty 	qatari /r/HasPropertyoccupation
syrian	/r/HasProperty 	syrian /r/HasPropertyisland
arab	/r/HasProperty 	arab /r/HasPropertypest management
saudi arabia	/r/HasProperty 	saudi arabia /r/HasPropertysaudi bistro
lebanon	/r/HasProperty 	lebanon /r/HasPropertysalad
indonesian	/r/HasProperty 	indonesian /r/HasPropertyindicator
french	/r/HasProperty 	french /r/HasPropertycricket
norwegian	/r/HasProperty 	norwegian /r/HasPropertyneighbor
south africa	/r/HasProperty 	south africa /r/HasPropertyurban regions
jordanian	/r/HasProperty 	jordanian /r/HasPropertyjacket
korea	/r/HasProperty 	korea /r/HasPropertysouthern hemisphere
singapore	/r/HasProperty 	singapore /r/HasPropertymeteorological region
romanian	/r/HasProperty 	romanian /r/HasPropertymuscular biology
crimean	/r/HasProperty 	crimean /r/HasPropertyhuman rights activist
native american	/r/HasProperty 	native american /r/HasPropertynative american
germany	/r/HasProperty 	germany /r/HasPropertyagreement
ireland	/r/HasProperty 	ireland /r/HasPropertyhistorical entity
ecuador	/r/HasProperty 	ecuador /r/HasPropertye-book
morocco	/r/HasProperty 	morocco /r/HasPropertycellular anatomical entity
omani	/r/HasProperty 	omani /r/HasPropertyanimal model
iranian	/r/HasProperty 	iranian /r/HasPropertydistant human
iraqi	/r/HasProperty 	iraqi /r/HasPropertynatural martial arts term
qatar	/r/HasProperty 	qatar /r/HasPropertypolitical concept
turkey	/r/HasProperty 	turkey /r/HasPropertyturkey dish
vietnamese	/r/HasProperty 	vietnamese /r/HasPropertyvegetation
nepali	/r/HasProperty 	nepali /r/HasPropertymythical creature
laos	/r/HasProperty 	laos /r/HasPropertyplaid
bangladesh	/r/HasProperty 	bangladesh /r/HasPropertylatin
british	/r/HasProperty 	british /r/HasPropertybritish translation
polish	/r/HasProperty 	polish /r/HasPropertywoven fabric
greek	/r/HasProperty 	greek /r/HasPropertymusical instrument design
scottish	/r/HasProperty 	scottish /r/HasPropertyplaying card
bolivian	/r/HasProperty 	bolivian /r/HasPropertyconvergence
guatemala	/r/HasProperty 	guatemala /r/HasPropertyguatemale
ghana	/r/HasProperty 	ghana /r/HasPropertysnow cover
cameroon	/r/HasProperty 	cameroon /r/HasPropertycameroon ship
japanese	/r/HasProperty 	japanese /r/HasPropertyjapanese language
taiwanese	/r/HasProperty 	taiwanese /r/HasPropertytaiwanese community
bengali	/r/HasProperty 	bengali /r/HasPropertysoup food
nepal	/r/HasProperty 	nepal /r/HasPropertycavity
albanian	/r/HasProperty 	albanian /r/HasPropertyalbanian
albania	/r/HasProperty 	albania /r/HasPropertyalbania
columbian	/r/HasProperty 	columbian /r/HasPropertycubic language
peruvian	/r/HasProperty 	peruvian /r/HasPropertycocoa-ceremonial hair
argentian	/r/HasProperty 	argentian /r/HasPropertybranch of physics
spain	/r/HasProperty 	spain /r/HasPropertyaccidental trauma
paraguay	/r/HasProperty 	paraguay /r/HasPropertyparagoun
ethiopian	/r/HasProperty 	ethiopian /r/HasPropertyphilosophical movement
egyptian	/r/HasProperty 	egyptian /r/HasPropertymixed-sex intercourse
persian people	/r/HasProperty 	persian people /r/HasPropertypersian
sweden	/r/HasProperty 	sweden /r/HasPropertywelfare country
crimea	/r/HasProperty 	crimea /r/HasPropertycrime
portuguese	/r/HasProperty 	portuguese /r/HasPropertytort
argentina	/r/HasProperty 	argentina /r/HasPropertystate
chile	/r/HasProperty 	chile /r/HasPropertychile peppers
cape verdean	/r/HasProperty 	cape verdean /r/HasPropertyvocal sound
turkish	/r/HasProperty 	turkish /r/HasPropertyturkish ideology
yemeni	/r/HasProperty 	yemeni /r/HasPropertyyouth
taiwan	/r/HasProperty 	taiwan /r/HasPropertynautical term
austrian	/r/HasProperty 	austrian /r/HasPropertybird of a species
white people	/r/HasProperty 	white people /r/HasPropertywhite nationalism
finland	/r/HasProperty 	finland /r/HasPropertybondage
australia	/r/HasProperty 	australia /r/HasPropertybirth
south african	/r/HasProperty 	south african /r/HasPropertycentral african
eriteria	/r/HasProperty 	eriteria /r/HasPropertypsychology terminology
egypt	/r/HasProperty 	egypt /r/HasPropertyegyptology
korean	/r/HasProperty 	korean /r/HasPropertytype of chemical compound
dutch people	/r/HasProperty 	dutch people /r/HasPropertynude culture
peru	/r/HasProperty 	peru /r/HasPropertyacademic rank
poland	/r/HasProperty 	poland /r/HasPropertypsychology terminology
chilean	/r/HasProperty 	chilean /r/HasPropertygrit and pepper soup
columbia	/r/HasProperty 	columbia /r/HasPropertycentral part of the abdomen
bolivia	/r/HasProperty 	bolivia /r/HasPropertybelize
laotian	/r/HasProperty 	laotian /r/HasPropertysouthern hemisphere
lebanese	/r/HasProperty 	lebanese /r/HasPropertyrice dish
japan	/r/HasProperty 	japan /r/HasPropertyartistic technique
norway	/r/HasProperty 	norway /r/HasPropertytunnel
cape verde	/r/HasProperty 	cape verde /r/HasPropertycotton
portugal	/r/HasProperty 	portugal /r/HasPropertyvoting machine
austria	/r/HasProperty 	austria /r/HasPropertymusic genre
singaporean	/r/HasProperty 	singaporean /r/HasPropertychinese
netherlands	/r/HasProperty 	netherlands /r/HasPropertyterritoriality
she	/r/HasProperty 	she /r/HasPropertynervous system disease
he	/r/HasProperty 	he /r/HasPropertymechanic
hers	/r/HasProperty 	hers /r/HasPropertybicycle parts
him	/r/HasProperty 	him /r/HasPropertysibling
her	/r/HasProperty 	her /r/HasPropertyhead
herself	/r/HasProperty 	herself /r/HasPropertyhuman object
himself	/r/HasProperty 	himself /r/HasPropertyindividual or class of organisms
his	/r/HasProperty 	his /r/HasPropertypsychology terminology
woman	/r/HasProperty 	woman /r/HasPropertyfictional human
man	/r/HasProperty 	man /r/HasPropertywrestling video game
female	/r/HasProperty 	female /r/HasPropertyhuman
male	/r/HasProperty 	male /r/HasPropertyfemale characters
lady	/r/HasProperty 	lady /r/HasPropertylady
gentleman	/r/HasProperty 	gentleman /r/HasPropertyoccupation
ladies	/r/HasProperty 	ladies /r/HasPropertysports discipline
gentlemen	/r/HasProperty 	gentlemen /r/HasPropertyphilosophical social concept
girl	/r/HasProperty 	girl /r/HasPropertymale character
boy	/r/HasProperty 	boy /r/HasPropertylaptop
sir	/r/HasProperty 	sir /r/HasPropertygeographic features
ma am	/r/HasProperty 	ma am /r/HasPropertymascot in literature
mother	/r/HasProperty 	mother /r/HasPropertyheritage preservation
father	/r/HasProperty 	father /r/HasPropertyfather
stepmother	/r/HasProperty 	stepmother /r/HasPropertyfacial-pattern representation
stepfather	/r/HasProperty 	stepfather /r/HasPropertycousin
daughter	/r/HasProperty 	daughter /r/HasPropertyfemale pronoun
son	/r/HasProperty 	son /r/HasPropertykinship
sister	/r/HasProperty 	sister /r/HasPropertysister
brother	/r/HasProperty 	brother /r/HasPropertybrother
grandmother	/r/HasProperty 	grandmother /r/HasPropertysister
grandfather	/r/HasProperty 	grandfather /r/HasPropertygrandfather
mommy	/r/HasProperty 	mommy /r/HasPropertymommy
daddy	/r/HasProperty 	daddy /r/HasPropertyadversary
wife	/r/HasProperty 	wife /r/HasPropertyfictional human
husband	/r/HasProperty 	husband /r/HasPropertyhusband\'s son
bride	/r/HasProperty 	bride /r/HasPropertyshipping container
groom	/r/HasProperty 	groom /r/HasPropertyhuman figure
girlfriend	/r/HasProperty 	girlfriend /r/HasPropertyfamily member
boyfriend	/r/HasProperty 	boyfriend /r/HasPropertyboyfriend
schoolgirl	/r/HasProperty 	schoolgirl /r/HasPropertysports discipline
schoolboy	/r/HasProperty 	schoolboy /r/HasPropertyschool age
sharia	/r/HasProperty 	sharia /r/HasPropertyreligious terminology
jihad	/r/HasProperty 	jihad /r/HasPropertymusical arrangement
christian	/r/HasProperty 	christian /r/HasPropertychristianism
muslim	/r/HasProperty 	muslim /r/HasPropertymusculosomatic body part
islam	/r/HasProperty 	islam /r/HasPropertyoccupation
hindu	/r/HasProperty 	hindu /r/HasPropertyphilosophical subtext
mohammed	/r/HasProperty 	mohammed /r/HasPropertywet blanket
church	/r/HasProperty 	church /r/HasPropertychurch building
quran	/r/HasProperty 	quran /r/HasPropertyzrânau
bible	/r/HasProperty 	bible /r/HasPropertybiblical translation
brahmin	/r/HasProperty 	brahmin /r/HasPropertybrahmin
holy trinity	/r/HasProperty 	holy trinity /r/HasPropertysymbol
barber	/r/HasProperty 	barber /r/HasPropertybarber
coach	/r/HasProperty 	coach /r/HasPropertyanimal care
businessperson	/r/HasProperty 	businessperson /r/HasPropertyelectrical technician
football player	/r/HasProperty 	football player /r/HasPropertysports major
construction worker	/r/HasProperty 	construction worker /r/HasPropertyconstruction worker
manager	/r/HasProperty 	manager /r/HasPropertyconsultant
ceo	/r/HasProperty 	ceo /r/HasPropertyphilosophy of chemistry
accountant	/r/HasProperty 	accountant /r/HasPropertybank account
commander	/r/HasProperty 	commander /r/HasPropertymilitary rank
firefighter	/r/HasProperty 	firefighter /r/HasPropertyflying-type aircraft
mover	/r/HasProperty 	mover /r/HasPropertymachine learning
software developer	/r/HasProperty 	software developer /r/HasPropertycomputer programmer
guard	/r/HasProperty 	guard /r/HasPropertymixed martial arts training
baker	/r/HasProperty 	baker /r/HasPropertycattle meat
doctor	/r/HasProperty 	doctor /r/HasPropertyphilosophical concept
athlete	/r/HasProperty 	athlete /r/HasPropertyathletic specialist
artist	/r/HasProperty 	artist /r/HasPropertyposition
dancer	/r/HasProperty 	dancer /r/HasPropertydancer
